title mz rt nPeptides
qExactive01819.9588.9588.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9588%22 822.967234128449 37.833333 7207
qExactive01819.5273.5273.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5273%22 686.975633785912 23.727398 10178
qExactive01819.5135.5135.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5135%22 607.851690827164 23.254864 1599
qExactive01819.10458.10458.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10458%22 522.136596679688 41.766124 244
qExactive01819.10147.10147.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10147%22 746.382405825819 40.386697000000005 9500
qExactive01819.8895.8895.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8895%22 754.399858768828 34.685554 5736
qExactive01819.7761.7761.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7761%22 1054.519763429467 30.812822999999998 28900
qExactive01819.4803.4803.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4803%22 955.985196392535 22.114179999999998 17541
qExactive01819.9303.9303.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9303%22 856.91452117241 36.490263 19059
qExactive01819.10805.10805.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10805%22 713.365897402346 43.231019999999994 9296
qExactive01819.8509.8509.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8509%22 664.848774648258 33.143187 4403
qExactive01819.10056.10056.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10056%22 821.85599119473 39.985515 38223
qExactive01819.8727.8727.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8727%22 899.426721139755 34.034251 36223
qExactive01819.8057.8057.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8057%22 713.35420639149 31.601594 12824
qExactive01819.4393.4393.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4393%22 553.628550175998 20.464948 1866
qExactive01819.4387.4387.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4387%22 746.352252573893 20.436763 23220
qExactive01819.9466.9466.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9466%22 720.357109049954 37.271735 14533
qExactive01819.7593.7593.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7593%22 757.370346495977 30.254016999999997 17956
qExactive01819.8641.8641.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8641%22 923.971041306528 33.678135000000005 12762
qExactive01819.8677.8677.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8677%22 976.895945686461 33.828831 81778
qExactive01819.6900.6900.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6900%22 927.358329758678 28.402033 69232
qExactive01819.6936.6936.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6936%22 862.928408968856 28.521 13974
qExactive01819.6230.6230.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6230%22 801.383147783747 26.493999 25958
qExactive01819.4001.4001.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4001%22 733.866416465369 18.752064 9276
qExactive01819.4707.4707.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4707%22 815.929761184999 21.759863 8733
qExactive01819.8610.8610.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8610%22 906.939997791858 33.544567 21414
qExactive01819.7938.7938.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7938%22 783.361379921854 31.263652999999998 32181
qExactive01819.7364.7364.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7364%22 965.490922007538 29.595114000000002 14207
qExactive01819.4164.4164.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4164%22 692.861933430521 19.475138 5571
qExactive01819.8773.8773.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8773%22 923.443801511463 34.213081 31370
qExactive01819.8021.8021.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8021%22 935.887220767066 31.476942 64586
qExactive01819.6357.6357.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6357%22 803.825555225495 26.865198000000003 34789
qExactive01819.4616.4616.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4616%22 558.824403020383 21.448753 1726
qExactive01819.5618.5618.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5618%22 621.298565981954 24.75185 14642
qExactive01819.9557.9557.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9557%22 946.947352813312 37.691955 32824
qExactive01819.9521.9521.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9521%22 920.907111989794 37.523652 50293
qExactive01819.7816.7816.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7816%22 697.36890923739 30.972487 5899
qExactive01819.7207.7207.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7207%22 770.372903090068 29.206149999999997 20020
qExactive01819.7966.7966.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7966%22 525.276513976924 31.328069000000003 5259
qExactive01819.6196.6196.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6196%22 824.869034244687 26.414266 29948
qExactive01819.10106.10106.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10106%22 629.309388569969 40.200041000000006 12730
qExactive01819.9230.9230.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9230%22 757.405628383442 36.165784 4823
qExactive01819.7110.7110.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7110%22 969.881682505322 28.982229 64620
qExactive01819.7073.7073.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7073%22 522.303400176164 28.888130999999998 1774
qExactive01819.4473.4473.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4473%22 571.794296245924 20.804195 5085
qExactive01819.7387.7387.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7387%22 775.378241593193 29.667379 19575
qExactive01819.6863.6863.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6863%22 687.33271380301 28.267758 15515
qExactive01819.10594.10594.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10594%22 911.895265513923 42.371751 52527
qExactive01819.9116.9116.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9116%22 689.340087640181 35.634237 14032
qExactive01819.6749.6749.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6749%22 742.359857735388 27.923405 18280
qExactive01819.8932.8932.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8932%22 916.932196983663 34.833342 30997
qExactive01819.5558.5558.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5558%22 715.362601893185 24.581152999999997 11064
qExactive01819.7395.7395.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7395%22 1081.992181791811 29.686901 73991
qExactive01819.7299.7299.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7299%22 1032.98841946682 29.420525 44156
qExactive01819.7715.7715.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7715%22 985.000756337415 30.656473000000002 16755
qExactive01819.4455.4455.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4455%22 560.803593448965 20.726119 2951
qExactive01819.5148.5148.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5148%22 684.846838353656 23.301168 8124
qExactive01819.5507.5507.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5507%22 921.798179377005 24.418442000000002 13245
qExactive01819.6700.6700.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6700%22 640.788100708678 27.792678000000002 15045
qExactive01819.4971.4971.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4971%22 634.323774590389 22.664327 8811
qExactive01819.6365.6365.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6365%22 631.804341889499 26.88169 9875
qExactive01819.9640.9640.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9640%22 685.850946933853 38.06973 6640
qExactive01819.8423.8423.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8423%22 904.947048457227 32.837768000000004 17409
qExactive01819.10694.10694.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10694%22 586.327065335405 42.756515 2730
qExactive01819.4857.4857.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4857%22 586.284167107769 22.319934 12464
qExactive01819.7401.7401.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7401%22 689.860331908818 29.703479 5109
qExactive01819.8088.8088.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8088%22 826.429974791049 31.703267 8461
qExactive01819.7256.7256.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7256%22 641.666720838144 29.306917 2828
qExactive01819.4133.4133.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4133%22 741.848858877309 19.338701 17162
qExactive01819.7797.7797.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7797%22 971.962932969464 30.924902 28882
qExactive01819.5163.5163.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5163%22 636.314712259819 23.353914 12010
qExactive01819.5346.5346.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5346%22 686.976107846938 23.946399 10514
qExactive01819.9142.9142.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9142%22 860.872090561172 35.755025 47706
qExactive01819.4953.4953.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4953%22 721.391770325253 22.602676 3650
qExactive01819.8953.8953.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8953%22 822.436792386906 34.926456 5756
qExactive01819.10390.10390.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10390%22 626.814058850725 41.48604 6857
qExactive01819.6181.6181.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6181%22 619.652200027348 26.387756000000003 2857
qExactive01819.9876.9876.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9876%22 856.42597709626 39.151783 17095
qExactive01819.6694.6694.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6694%22 795.828331886746 27.780884 33884
qExactive01819.4653.4653.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4653%22 539.614047514945 21.589406 2212
qExactive01819.6269.6269.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6269%22 727.857069710755 26.598364 11492
qExactive01819.5844.5844.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5844%22 920.759133563505 25.505265 13464
qExactive01819.5442.5442.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5442%22 578.328073157535 24.245 1841
qExactive01819.9311.9311.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9311%22 710.864053633751 36.527189 6789
qExactive01819.6767.6767.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6767%22 673.388007478496 27.980205 1255
qExactive01819.8558.8558.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8558%22 729.367344430374 33.339342 12387
qExactive01819.9297.9297.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9297%22 923.443463190868 36.461899 31360
qExactive01819.7793.7793.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7793%22 719.331989981054 30.914046 22576
qExactive01819.8968.8968.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8968%22 811.933120231449 35.002765999999994 6282
qExactive01819.7556.7556.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7556%22 1077.985414532213 30.148159 76298
qExactive01819.7865.7865.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7865%22 674.352775694417 31.087863000000002 6847
qExactive01819.7930.7930.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7930%22 683.368540483874 31.244737999999998 4330
qExactive01819.4323.4323.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4323%22 823.908164855209 20.161071 12805
qExactive01819.8218.8218.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8218%22 746.927420506648 32.154878000000004 5551
qExactive01819.6817.6817.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6817%22 940.965385242857 28.113606 18719
qExactive01819.9757.9757.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9757%22 530.279180092159 38.631411 5587
qExactive01819.5194.5194.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5194%22 664.862174375309 23.449771 2722
qExactive01819.10725.10725.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10725%22 652.411437988281 42.887782 112
qExactive01819.4821.4821.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4821%22 726.91205768805 22.187362 3913
qExactive01819.6648.6648.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6648%22 756.352448195234 27.645359 26943
qExactive01819.8049.8049.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8049%22 939.454296890613 31.571228 29542
qExactive01819.5031.5031.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5031%22 713.836263892003 22.893071000000003 16177
qExactive01819.5109.5109.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5109%22 824.93659327427 23.168198 8646
qExactive01819.9266.9266.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9266%22 778.925400023297 36.32482 5840
qExactive01819.5037.5037.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5037%22 612.937853825458 22.909094 6332
qExactive01819.6254.6254.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6254%22 697.998587886647 26.559375 13471
qExactive01819.12979.12979.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D12979%22 522.136596679688 51.758371000000004 244
qExactive01819.8999.8999.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8999%22 808.422881330766 35.131232999999995 7365
qExactive01819.6899.6899.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6899%22 977.878937584706 28.397302 74897
qExactive01819.4907.4907.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4907%22 576.287984764872 22.474971999999998 9608
qExactive01819.10219.10219.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10219%22 568.789870211644 40.710933 5641
qExactive01819.4579.4579.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4579%22 942.453696304852 21.283303999999998 32322
qExactive01819.8140.8140.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8140%22 700.82736725356 31.886920999999997 14846
qExactive01819.8623.8623.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8623%22 789.410082573492 33.602766 7785
qExactive01819.5016.5016.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5016%22 708.804046472892 22.837365 21691
qExactive01819.9625.9625.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9625%22 691.297277246069 38.005364 27755
qExactive01819.5062.5062.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5062%22 701.905662945039 22.994473000000003 4215
qExactive01819.7525.7525.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7525%22 1027.91189978854 30.058043 93682
qExactive01819.9671.9671.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9671%22 689.339031150328 38.218176 14300
qExactive01819.7336.7336.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7336%22 706.398506041298 29.520664 1692
qExactive01819.8573.8573.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8573%22 757.397097945852 33.402993 7031
qExactive01819.6649.6649.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6649%22 745.014303235846 27.646807000000003 16105
qExactive01819.5909.5909.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5909%22 862.897199162212 25.673087 31617
qExactive01819.8125.8125.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8125%22 740.353045837532 31.821484 21320
qExactive01819.5098.5098.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5098%22 667.820703071367 23.12866 11318
qExactive01819.4888.4888.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4888%22 640.751992494115 22.416878 14469
qExactive01819.3886.3886.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3886%22 602.283982975228 18.258181 15171
qExactive01819.7834.7834.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7834%22 748.366224094716 31.011919 17043
qExactive01819.10521.10521.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10521%22 576.784057617188 42.046949000000005 7643
qExactive01819.8659.8659.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8659%22 1032.00538227929 33.75361 25372
qExactive01819.7997.7997.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7997%22 841.881196242374 31.405839 31844
qExactive01819.10220.10220.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10220%22 526.221023745326 40.717054999999995 10481
qExactive01819.6253.6253.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6253%22 752.860596010326 26.555425 15149
qExactive01819.7432.7432.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7432%22 838.436586911626 29.799208 8068
qExactive01819.7468.7468.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7468%22 793.410041393058 29.907693 9287
qExactive01819.9173.9173.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9173%22 864.4279698721 35.901951000000004 19881
qExactive01819.9362.9362.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9362%22 1038.002770909976 36.772946000000005 29437
qExactive01819.4243.4243.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4243%22 748.696576195215 19.815386999999998 6219
qExactive01819.8171.8171.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8171%22 751.385740499394 31.997276 9184
qExactive01819.10481.10481.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D10481%22 911.404077591603 41.871978 67352
qExactive01819.4777.4777.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4777%22 717.025684284196 22.026328999999997 21645
qExactive01819.4279.4279.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4279%22 563.60539240694 19.972909 4122
qExactive01819.9585.9585.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9585%22 848.412379551577 37.819190000000006 22591
qExactive01819.8143.8143.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8143%22 669.364062729691 31.897139 3848
qExactive01819.6993.6993.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6993%22 857.368288655774 28.700865 64247
qExactive01819.9246.9246.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9246%22 697.374884671498 36.234305 4715
qExactive01819.4691.4691.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D4691%22 872.864746008889 21.698428999999997 56843
qExactive01819.6306.6306.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6306%22 801.383235197481 26.709227 25843
qExactive01819.5446.5446.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5446%22 784.888532822982 24.256877999999997 11177
qExactive01819.5794.5794.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D5794%22 758.878217826633 25.355325999999998 9871
qExactive01819.9342.9342.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D9342%22 660.839441444265 36.676120999999995 5553
qExactive01819.8386.8386.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D8386%22 763.896820231048 32.725579 5906
qExactive01819.7505.7505.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7505%22 851.867848442477 30.004662 42790
qExactive01819.7643.7643.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D7643%22 838.353813828562 30.41656 55890
